"id","clinic_name_th","clinic_name_en","alias","xeomin_flag","belotero_flag","ulthera_flag","province","district","website","facebook","tel","latitude","longtitude","xeomin","x_beauty","belotero","skin_radiance","ulthera"
258,"เซ้นส์ คลินิก","Sense clinic","เซ้นส์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.sense-clinic.com/","https://www.facebook.com/senseclinic/","02 653 0044",13.737926,100.55875,"N","N","Y","N","N"
259,"เซนต์สกินคลินิกเวชกรรม","Sense Skeyn Clinic","เซนต์สกินคลินิกเวชกรรม","N","N","N","สงขลา","เมืองสงขลา","http://www.senseskinclinic.com/","https://www.facebook.com/Senseskeynclinic/","074-327338/085-67100",7.0127873,100.4772531,"Y","N","Y","N","N"
260,"เซเว่นพลัสคลินิก","Seven plus clinic","เซเว่นพลัสคลินิก","N","N","N","กรุงเทพมหานคร","เขตสวนหลวง","http://www.sevenplusclinic.com","https://www.facebook.com/SevenPlusClinic/","02-005-5552 ",13.7427053,100.6333941,"Y","N","Y","N","N"
261,"เชอริต้าคลินิก","Sherita Clinic","เชอริต้าคลินิก","N","N","N","กรุงเทพมหานคร","เขตวังทองหลาง","http://www.sheritaclinic.com/","https://www.facebook.com/sheritaclinic/","091 442 6565",13.7889703,100.5975191,"N","N","Y","N","N"
262,"ศิวารินทร์ คลินิก สาขา อ่อนนุช-ลาดกระบัง","SilverineClinic @Onnuch-Larkrabang","ศิวารินทร์ คลินิก สาขา อ่อนนุช-ลาดกระบัง","N","N","N","กรุงเทพมหานคร","เขตลาดกระบัง","http://silverineclinic.com/th","https://www.facebook.com/SilverineClinic/","02 346 4263/084 694",13.721594,100.7271908,"Y","N","N","N","Y"
263,"ศิวารินทร์ คลินิก สาขา รามอินทรา","SilverineClinic @Ramindra","ศิวารินทร์ คลินิก สาขา รามอินทรา","N","N","N","กรุงเทพมหานคร","เขตคันนายาว","http://silverineclinic.com/th","https://www.facebook.com/SilverineClinic/","02 108 5132/084 695",13.8269858,100.6764757,"Y","N","N","N","Y"
264,"ซินเซีย บิวตี้ คลินิก","Sincere Beauty Clinic","ซินเซีย บิวตี้ คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.sincerebeautyclinic.com/","https://www.facebook.com/sincerebeautyclinic/","02 662 7001-2",13.7297779,100.5781817,"N","N","N","N","Y"
265,"ซิโนต้า คลินิก","Sinota Clinic","ซิโนต้า คลินิก","N","N","N","กรุงเทพมหานคร","เขตคลองเตย","http://www.sinotaclinic.com/","https://www.facebook.com/sinotaclinic/","064 239 3291",13.7186999,100.5855941,"Y","N","N","N","Y"
266,"สิรอัยย์กรคลินิก","Siraikorn clinic","สิรอัยย์กรคลินิก","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.siraikornclinic.com/","https://www.facebook.com/siraikornclinic/","086 565 6989",13.8040791,100.6162557,"N","N","Y","N","Y"
267,"ศิริเวลเนสเซ็นเตอร์","Siri Wellness Center","ศิริเวลเนสเซ็นเตอร์","N","N","N","กรุงเทพมหานคร","เขตยานนาวา","http://www.siriwellness.co.th/","https://www.facebook.com/siriwellness2015/","02 676 2454",13.7167025,100.5323,"N","N","N","N","Y"
268,"โรงพยาบาลศิริราช","Siriraj Hospital","โรงพยาบาลศิริราช","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.si.mahidol.ac.th/Th/department/dermatology/","","02 419 9801",13.7599266,100.4857927,"N","N","N","N","Y"
269,"สิริวรรณคลินิก","Siriwan Clinic","สิริวรรณคลินิก","N","N","N","กรุงเทพมหานคร","เขตคันนายาว","","https://www.facebook.com/siriwan.clinic","662 509 8165",13.839000500000001,100.6613114,"Y","N","Y","N","N"
270,"Skin Element Clinic","Skin Element Clinic","Skin Element Clinic","N","N","N","ภูเก็ต","เมืองภูเก็ต","http://www.skinelement.com/","https://www.facebook.com/skinelementclinic/","089 873 1323",7.9599861,98.3863996,"N","N","Y","N","Y"
271,"โรงพยาบาลผิวหนังอโศก","Skin Hospital","โรงพยาบาลผิวหนังอโศก","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.skinhospital.co.th/th/home/","https://www.facebook.com/asokeskinhospital","02 246 5111",13.7508076,100.5642918,"N","N","N","N","Y"
272,"สกินทูยู เอสเทติค คลินิก","Skin2U Aesthetic clinic","สกินทูยู เอสเทติค คลินิก","N","N","N","อุบลราชธานี","เมืองอุบลราชธานี","","https://www.facebook.com/skin2uclinic/","099-4429956 / 087-60",15.23782,104.8522288,"Y","N","Y","N","N"
273,"เอส-มาร์ท คลินิก","S-Mart Clinic","เอส-มาร์ท คลินิก","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.s-martclinic.com/","https://www.facebook.com/smartclinic99","02-907-0248",13.8326316,100.6125676,"Y","N","Y","N","Y"
275,"สมูธ ดี สกินแคร์","Smooth D Skin Care & Laser Clinic","สมูธ ดี สกินแคร์","N","N","N","กรุงเทพมหานคร","เขตพญาไท","","https://www.facebook.com/Smooth-D-Laserclinic-173508936088691","02 619 5991",13.77759,100.5422709,"N","N","N","N","Y"
276,"Someko โซเมโกะ","Someko","Someko โซเมโกะ","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","","https://www.facebook.com/somekoclinic/","098 915 9220",13.8072416,100.5568421,"N","N","Y","N","Y"
277,"สปริงคลินิก","Spring clinic","สปริงคลินิก","N","N","N","กรุงเทพมหานคร","เขตราชเทวี","http://springperfect.com/","https://www.facebook.com/Springperfect/","02-354-9264",13.757417,100.533501,"Y","N","N","N","N"
278,"รพ.ศรีสวรรค์","Srisawan Hospital","รพ.ศรีสวรรค์","N","N","N","นครสวรรค์","เมืองนครสวรรค์","http://www.srisawan.com/","https://web.facebook.com/Srisawan.DoctorS/","056 221 222",15.7060449,100.1309504,"N","N","N","N","Y"
279,"รพ.ศรีสุโข","Srisukho Hospital","รพ.ศรีสุโข","N","N","N","พิจิตร","เมืองพิจิตร","http://www.srisukho.com/","https://web.facebook.com/pg/srisukhohospital","056-651481-3",16.440965,100.339402,"Y","N","Y","N","N"
280,"เอสทีคลินิก","ST CLINIC","เอสทีคลินิก","N","N","N","กรุงเทพมหานคร","เขตบางเขน","","https://www.facebook.com/Dr.SamartTapwaew/","062 641 8181",13.8807722,100.6437651,"Y","N","Y","N","N"
281,"เอสวีเจคลินิก สาขาสยาม","SVJ Clinic Siam","เอสวีเจคลินิก สาขาสยาม","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.svjclinic.com/","https://www.facebook.com/svjclinic/","02 658 3838",13.745896,100.531127,"N","N","N","N","Y"
282,"สวอน คลินิก","Swan Clinic","สวอน คลินิก","N","N","N","กาญจนบุรี","ท่ามะกา","","https://www.facebook.com/swanclinic1","094-549-4441",14.0249854,99.5545375,"N","N","Y","N","N"
283,"ธนาคลินิก  ","Tana Clinic","ธนาคลินิก  ","N","N","N","ราชบุรี","บ้านโป่ง","","https://www.facebook.com/TanaClinic/","032 210 599",13.8167613,99.8715786,"Y","N","Y","N","N"
285,"คลินิกหมอทัณทิกา","Tantika Clinic","คลินิกหมอทัณทิกา","N","N","N","สมุทรปราการ","เมืองสมุทรปราการ","http://www.tantikaskinclinic.com/","https://www.facebook.com/tantikaskinclinic/","02 701 7271",13.5891154,100.597892,"Y","N","N","N","Y"
286,"ธารา คลินิก","Tara clinic","ธารา คลินิก","N","N","N","กรุงเทพมหานคร","เขตวังทองหลาง","http://www.tara-trc.com/th/","https://www.facebook.com/TARA.TRC/","083-2891664",13.7808437,100.6191684,"N","N","Y","N","N"
287,"ธารารินคลินิก","TARARIN CLINIC","ธารารินคลินิก","N","N","N","ขอนแก่น","เมืองขอนแก่น","http://www.tararinclinic.com/","https://www.facebook.com/tararinclinic","085-755-0515",16.449341,102.841417,"N","N","Y","N","N"
288,"แทมมารีน คลินิก","Temmarine clinic","แทมมารีน คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","https://www.temmarineclinic.com/","https://www.facebook.com/ClinicTemmarine","083 125 8222",13.807437,100.629699,"N","N","Y","N","N"
289,"เต็มสิริคลินิค","Temsiri clinic","เต็มสิริคลินิค","N","N","N","นครสวรรค์","เมืองนครสวรรค์","","https://www.facebook.com/Temsiriclinic/","094 818 9323",15.7116384,100.1346855,"Y","N","N","N","Y"
290,"เทน่า คลินิก","Tena clinic","เทน่า คลินิก","N","N","N","กรุงเทพมหานคร","เขตสวนหลวง","http://www.tenaskinclinic.com/","https://www.facebook.com/tenaclinicbydr.usa/","098 810 8898",13.7362422,100.6416597,"Y","Y","Y","Y","N"
291,"ธนิยะ เมดิคอล คลินิก","Thaniya Clinic","ธนิยะ เมดิคอล คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางรัก","http://www.thaniyacenter.com","https://www.facebook.com/clinicthaniya/","02 231 2100",13.7288285,100.5338361,"Y","N","N","N","Y"
292,"ธัญญ่าคลินิก","Thanya clinic","ธัญญ่าคลินิก","N","N","N","กรุงเทพมหานคร","เขตบางรัก","http://www.thanyaclinic.com","https://www.facebook.com/thanyaclinic","086 020 5628",13.7208276,100.5161439,"Y","N","Y","N","N"
293,"เดอะ เดอมิส คลินิก สาขาสยามสแควร์วัน","The Demis Clinic @ Siam Square One","เดอะ เดอมิส คลินิก สาขาสยามสแควร์วัน","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.thedemisclinic.com/","https://www.facebook.com/Thedemisclinic/","02 251 6320-1",13.744918,100.533658,"Y","Y","Y","Y","Y"
294,"เดอะ เดอมิส คลินิก สาขาเพียวเพลส รามคำแหง 110","The Demis Clinic @ Pure Place Ram110","เดอะ เดอมิส คลินิก สาขาเพียวเพลส รามคำแหง 110","N","N","N","กรุงเทพมหานคร","เขตสะพานสูง","http://www.thedemisclinic.com/","https://www.facebook.com/Thedemisclinic/","02 729 8524",13.77635,100.673329,"Y","Y","Y","Y","Y"
295,"ดิเอ็มเมอรัล คลินิก","The Emerald Clinic","ดิเอ็มเมอรัล คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","","https://www.facebook.com/TheEmeraldClinic/","02404-2071",13.7670489,100.4059605,"Y","Y","Y","Y","Y"
296,"ศูนย์การแพทย์ ดิ อิมเมจ","THE IMAGE MEDICAL AESTHETIC CENTRE","ศูนย์การแพทย์ ดิ อิมเมจ","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","","https://www.facebook.com/theimagethailand/","02 515 0120",13.8096178,100.6199172,"Y","Y","Y","Y","Y"
297,"เดอะคลีนิกค์ สยามสแควร์","THE KLINIQUE @ Siam Square One","เดอะคลีนิกค์ สยามสแควร์","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.7449804,100.5339269,"Y","Y","Y","N","Y"
298,"เดอะคลีนิกค์ เซ็นทรัล โคราช","THE KLINIQUE @ Central Korat","เดอะคลีนิกค์ เซ็นทรัล โคราช","N","N","N","นครราชสีมา","เมืองนครราชสีมา","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",14.9969664,102.1163407,"Y","Y","Y","N","Y"
299,"เดอะคลีนิกค์ เมเจอร์รัชโยธิน","THE KLINIQUE @ Major Ratchayothin","เดอะคลีนิกค์ เมเจอร์รัชโยธิน","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.8284351,100.5686327,"Y","Y","Y","N","Y"
300,"เดอะคลีนิกค์ เซ็นทรัล พระราม 9","THE KLINIQUE @ Central Rama 9","เดอะคลีนิกค์ เซ็นทรัล พระราม 9","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.7584065,100.5660806,"Y","Y","Y","N","Y"
301,"เดอะคลีนิกค์ เซ็นทรัล ขอนแก่น","THE KLINIQUE @ Central Khonkaen","เดอะคลีนิกค์ เซ็นทรัล ขอนแก่น","N","N","N","ขอนแก่น","เมืองขอนแก่น","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",16.432901,102.825582,"Y","Y","Y","N","Y"
302,"เดอะคลีนิกค์ เดอะมอลล์งามวงศ์วาน","THE KLINIQUE @ The Mall Ngamwongwan","เดอะคลีนิกค์ เดอะมอลล์งามวงศ์วาน","N","N","N","นนทบุรี","เมืองนนทบุรี","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.8552129,100.5420893,"Y","Y","Y","N","Y"
303,"เดอะคลีนิกค์ เซ็นทรัล พัทยา","THE KLINIQUE @ Central Pattaya","เดอะคลีนิกค์ เซ็นทรัล พัทยา","N","N","N","ชลบุรี","บางละมุง","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",12.9346235,100.8832895,"Y","Y","Y","N","Y"
304,"เดอะคลีนิกค์ เดอะมอลล์ บางกะปิ","THE KLINIQUE @ The Mall Bangkapi","เดอะคลีนิกค์ เดอะมอลล์ บางกะปิ","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.7660037,100.6426046,"Y","Y","Y","N","Y"
305,"เดอะคลีนิกค์ เดอะพรอมานาด","THE KLINIQUE @ The Promenade","เดอะคลีนิกค์ เดอะพรอมานาด","N","N","N","กรุงเทพมหานคร","เขตคันนายาว","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.8266665,100.6766975,"Y","Y","Y","N","Y"
306,"เดอะคลีนิกค์ ซีคอนสแควร์ ศรีนครินทร์","THE KLINIQUE @ Seacon Square","เดอะคลีนิกค์ ซีคอนสแควร์ ศรีนครินทร์","N","N","N","กรุงเทพมหานคร","เขตประเวศ","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.6955652,100.6486074,"Y","Y","Y","N","Y"
307,"เดอะคลีนิกค์ เซ็นทรัล พระราม3","THE KLINIQUE @ Central Rama 3","เดอะคลีนิกค์ เซ็นทรัล พระราม3","N","N","N","กรุงเทพมหานคร","เขตยานนาวา","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.6975358,100.5376581,"Y","Y","Y","N","Y"
308,"เดอะคลีนิกค์ เซ็นทรัล บางนา","THE KLINIQUE @ Central Bangna","เดอะคลีนิกค์ เซ็นทรัล บางนา","N","N","N","กรุงเทพมหานคร","เขตบางนา","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.6694945,100.634414,"Y","Y","Y","N","Y"
309,"เดอะคลีนิกค์ เดอะมอลล์ บางแค","THE KLINIQUE @ The Mall Bangkae","เดอะคลีนิกค์ เดอะมอลล์ บางแค","N","N","N","กรุงเทพมหานคร","เขตบางแค","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.7137885,100.4078782,"Y","Y","Y","N","Y"
310,"เดอะคลีนิกค์ เซ็นทรัล ปิ่นเกล้า","THE KLINIQUE @ Central Pinklao","เดอะคลีนิกค์ เซ็นทรัล ปิ่นเกล้า","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.777702099999999,100.4760321,"Y","Y","Y","N","Y"
311,"เดอะคลีนิกค์ เซ็นทรัล พระราม2","THE KLINIQUE @ Central Rama 2","เดอะคลีนิกค์ เซ็นทรัล พระราม2","N","N","N","กรุงเทพมหานคร","เขตบางขุนเทียน","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.6635768,100.4392833,"Y","Y","Y","N","Y"
312,"เดอะคลีนิกค์ ฟิวเจอร์พาร์ครังสิต","THE KLINIQUE @ Future Park Rangsit","เดอะคลีนิกค์ ฟิวเจอร์พาร์ครังสิต","N","N","N","ปทุมธานี","ธัญบุรี","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.9888305,100.617463,"Y","Y","Y","N","Y"
313,"เดอะคลีนิกค์ เซ็นทรัล ลาดพร้าว","THE KLINIQUE @ Central Ladprao","เดอะคลีนิกค์ เซ็นทรัล ลาดพร้าว","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.8161509,100.5606395,"Y","Y","Y","N","Y"
314,"เดอะคลีนิกค์ สีลมคอมเพล็กซ์","THE KLINIQUE @ Silom Complex","เดอะคลีนิกค์ สีลมคอมเพล็กซ์","N","N","N","กรุงเทพมหานคร","เขตบางรัก","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.7282649,100.5350012,"Y","Y","Y","N","Y"
315,"เดอะคลีนิกค์ เซ็นทรัล ระยอง","THE KLINIQUE @ Central Rayong","เดอะคลีนิกค์ เซ็นทรัล ระยอง","N","N","N","ระยอง","เมืองระยอง","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",12.696123,101.2685885,"Y","Y","Y","N","Y"
316,"เดอะคลีนิกค์ เซ็นทรัล เวสต์เกต","THE KLINIQUE @ Central Westgate","เดอะคลีนิกค์ เซ็นทรัล เวสต์เกต","N","N","N","นนทบุรี","บางใหญ่","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",13.8773144,100.4114539,"Y","Y","Y","N","Y"
317,"เดอะคลีนิกค์ อยุธยาซิตี้พาร์ค","THE KLINIQUE @ Ayutthaya City Park","เดอะคลีนิกค์ อยุธยาซิตี้พาร์ค","N","N","N","พระนครศรีอยุธยา","พระนครศรีอยุธยา","http://www.theklinique.com/","https://www.facebook.com/TheKliniqueMedicalClinic/","080-000-9800",14.3361584,100.6106255,"Y","Y","Y","N","Y"
318,"เดอะเลิฟคลินิก","The Love Clinic","เดอะเลิฟคลินิก","N","N","N","กรุงเทพมหานคร","เขตประเวศ","","https://www.facebook.com/theloveclinic1","02 720 1800",13.6933822,100.6483292,"Y","N","N","N","Y"
319,"เดอะเม็ทคลินิก","The Med Clinic","เดอะเม็ทคลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","","02 658 1907",13.744952,100.535156,"N","N","N","N","Y"
320,"เดอะโมสท์ คลินิก","The most clinic","เดอะโมสท์ คลินิก","N","N","N","สุรินทร์","เมืองสุรินทร์","","https://www.facebook.com/people/เดอะโมสท์-คลินิกเวชกรรม/100006573211727","080-481-1024",14.8902992,103.4960905,"Y","N","N","N","N"
321,"ด๊อกเตอร์อีฟ คลินิก","Dr.Eve Clinic","ด๊อกเตอร์อีฟ คลินิก","N","N","N","อุดรธานี","เมืองอุดรธานี","http://www.clinicthephysio.com/","https://www.facebook.com/Thephysio.beautyclinic.udonthani/","084 939 4700",17.4042779,102.789608,"N","N","N","N","Y"
322,"เดอะ พรีเมี่ยม คลินิค","The Premium Clinic","เดอะ พรีเมี่ยม คลินิค","N","N","N","กรุงเทพมหานคร","เขตบึงกุ่ม","","https://www.facebook.com/ThePremiumClinic/","02 734 7356",13.793813,100.6515461,"N","N","N","N","Y"
323,"ดิ เอส สาธร คลินิก","THE S SATHORN CLINIC","ดิ เอส สาธร คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางรัก","","https://www.facebook.com/thessathorn/","02 287 4922",13.719287,100.539552,"N","N","Y","N","N"
324,"เดอะซิบส์ บิวตี้ คลินิก","The Sib Beauty Clinic","เดอะซิบส์ บิวตี้ คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.thesibclinic.com/","https://www.facebook.com/TheSiBBeautyClinic/","088 222 8660",13.735061,100.583138,"N","N","N","N","Y"
325,"เดอะซิกเนเจอร์คลินิก","The Signature Clinic","เดอะซิกเนเจอร์คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://thesignatureclinic.com","https://www.facebook.com/TheSignatureClinic/","02-0156550/081-81633",13.742063,100.543656,"Y","Y","Y","Y","Y"
327,"เดอะ สกิน ด็อกเตอร์ สาขาเซ็นทรัลชิดลม","The Skin Doctor @ Central Chidlom Tower","เดอะ สกิน ด็อกเตอร์ สาขาเซ็นทรัลชิดลม","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-253-3642-3",13.7282243,100.5350532,"N","N","N","N","Y"
328,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล เฟสติวัล ภูเก็ต","The Skin Doctor @ Central Festival Phuket","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล เฟสติวัล ภูเก็ต","N","N","N","ภูเก็ต","เมืองภูเก็ต","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","076-307-112/076-307-",7.892034,98.367838,"N","N","N","N","Y"
329,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล ลาดพร้าว","The Skin Doctor @ Central Ladprao","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล ลาดพร้าว","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-937-1475/02-986-7",13.8164738,100.5608325,"N","N","N","N","Y"
330,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล ปิ่นเกล้า","The Skin Doctor @ Central Pinklao","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล ปิ่นเกล้า","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-884-9420-1",13.7779625,100.4762063,"N","N","N","N","Y"
331,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พลาซ่า ชลบุรี","The Skin Doctor @ Central Plaza Chonburi","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พลาซ่า ชลบุรี","N","N","N","ชลบุรี","เมืองชลบุรี","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","038-053630-1",13.3360225,100.9692235,"N","N","N","N","Y"
332,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พลาซ่า พระราม 2","The Skin Doctor @ Central Plaza rama 2","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พลาซ่า พระราม 2","N","N","N","กรุงเทพมหานคร","เขตบางขุนเทียน","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-872-4014",13.6645714,100.4383348,"N","N","N","N","Y"
333,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พลาซ่า พระราม 9","The Skin Doctor @ Central Plaza Rama 9","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พลาซ่า พระราม 9","N","N","N","กรุงเทพมหานคร","เขตห้วยขวาง","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-160-3974-5",13.7576765,100.5657635,"N","N","N","N","Y"
334,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พระราม 3","The Skin Doctor @ Central Rama 3","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล พระราม 3","N","N","N","กรุงเทพมหานคร","เขตยานนาวา","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-673-6680-1",13.6980023,100.5372247,"N","N","N","N","Y"
335,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล รัตนาธิเบศร์","The Skin Doctor @ Central Rattanatibeth","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัล รัตนาธิเบศร์","N","N","N","กรุงเทพมหานคร","เมืองนนทบุรี","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-969-9390-1",13.8667182,100.4973451,"N","N","N","N","Y"
336,"เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัลเวิลด์","The Skin Doctor @ Central World","เดอะ สกิน ด็อกเตอร์ สาขาเซนทรัลเวิลด์","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-613-1590-1/02-646",13.7471761,100.5387499,"N","N","N","N","Y"
338,"เดอะ สกิน ด็อกเตอร์ สาขาฟิวเจอร์พาร์ค รังสิต","The Skin Doctor @ Future Park Rangsit","เดอะ สกิน ด็อกเตอร์ สาขาฟิวเจอร์พาร์ค รังสิต","N","N","N","ปทุมธานี","ธัญบุรี","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-958-0995-6/02-958",13.9883421,100.6181795,"N","N","N","N","Y"
339,"เดอะ สกิน ด็อกเตอร์ สาขาเมกะบางนา","The Skin Doctor @ Mega Bangna","เดอะ สกิน ด็อกเตอร์ สาขาเมกะบางนา","N","N","N","สมุทรปราการ","บางพลี","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-105-1704-6",13.6473612,100.6804437,"N","N","N","N","Y"
341,"เดอะ สกิน ด็อกเตอร์ สาขาซีคอนสแควน์","The Skin Doctor @ Seacon Square","เดอะ สกิน ด็อกเตอร์ สาขาซีคอนสแควน์","N","N","N","กรุงเทพมหานคร","เขตประเวศ","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-720-2465-6",13.6933822,100.6483292,"N","N","N","N","Y"
342,"เดอะ สกิน ด็อกเตอร์ เดอะมอลด์ บางกะปิ","The Skin Doctor @ The Mall Bangkapi","เดอะ สกิน ด็อกเตอร์ เดอะมอลด์ บางกะปิ","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.theskindoctors.co.th","https://www.facebook.com/TheSkinDoctors/","02-734-3755-6",13.7663889,100.6424989,"N","N","N","N","Y"
343,"ดิ อัลทิเมท คลีนิค","The Ultimate Clinic","ดิ อัลทิเมท คลีนิค","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.theultimateclinic.com/","https://www.facebook.com/TheUltimateClinic","02 553 2299",13.8281,100.625085,"N","N","N","N","Y"
344,"เดอะ เวลล์ เมดิคอล คลินิก","The Vell Clinic","เดอะ เวลล์ เมดิคอล คลินิก","N","N","N","เชียงใหม่","เมืองเชียงใหม่","","https://www.facebook.com/TheVellMedicalClinic/","098 557 6542",18.800103,99.02507,"N","N","N","N","Y"
346,"โรงพยาบาลเวิลด์เมดิคอลเซ็นเตอร์","The World Medical Center","โรงพยาบาลเวิลด์เมดิคอลเซ็นเตอร์","N","N","N","นนทบุรี","ปากเกร็ด","http://www.theworldmedicalcenter.com/th/new_site/index","https://www.facebook.com/Theworldmedicalcenternetwork","02 836 9999",13.9049803,100.5242396,"N","N","N","N","Y"
347,"ธีรญาคลินิก","Theeraya Clinic","ธีรญาคลินิก","N","N","N","ขอนแก่น","เมืองขอนแก่น","","https://www.facebook.com/theerayaclinic/","02 573 1495",13.8977421,100.5688098,"N","N","Y","N","N"
348,"เทอร่า คลินิก","Thera Clinic","เทอร่า คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.therabangkok.com/","https://www.facebook.com/therabangkok/","095 159 6199",13.7279869,100.5803017,"Y","Y","Y","Y","Y"
349,"ฐิติมาคลินิก","Thitima clinic","ฐิติมาคลินิก","N","N","N","อุบลราชธานี","เมืองอุบลราชธานี","","https://www.facebook.com/drthitimaclinic/","097 329 9352",15.2299517,104.8651021,"Y","N","Y","N","N"
